UWI,Date,Oil_Volume_m3,Water_Volume_m3,Gas_Volume_e3m3
100/13-15-010-101W1/00,2025/3/1,51.91,11.36,2.6
100/13-15-010-101W1/00,2025/3/2,53.3,36.26,2.67
100/13-15-010-101W1/00,2025/3/3,52.79,28.09,2.64
100/13-15-010-101W1/00,2025/3/4,52.32,11.37,2.62
100/13-15-010-101W1/00,2025/3/5,55.37,31.27,2.77
100/13-15-010-101W1/00,2025/3/6,55.92,37.13,2.8
100/13-15-010-101W1/00,2025/3/7,56.02,13.67,2.8
100/13-15-010-101W1/00,2025/3/8,52.75,7.38,2.64
100/13-15-010-101W1/00,2025/3/9,56.32,7.18,2.82
100/13-15-010-101W1/00,2025/3/10,53.68,40.46,2.68
100/13-15-010-101W1/00,2025/3/11,53.94,6.96,2.7
100/13-15-010-101W1/00,2025/3/12,56.49,43.82,2.82
100/13-15-010-101W1/00,2025/3/13,0,0,0
100/13-15-010-101W1/00,2025/3/14,53.57,24.69,2.68
100/13-15-010-101W1/00,2025/3/15,54.68,10.81,2.73
100/13-15-010-101W1/00,2025/3/16,0,0,0
100/13-15-010-101W1/00,2025/3/17,54.65,42.57,2.73
100/13-15-010-101W1/00,2025/3/18,54.61,22.42,2.73
100/13-15-010-101W1/00,2025/3/19,51.92,30.37,2.6
100/13-15-010-101W1/00,2025/3/20,56.01,32.39,2.8
100/13-15-010-101W1/00,2025/3/21,54.22,38.4,2.71
100/13-15-010-101W1/00,2025/3/22,51.04,38.37,2.55
100/13-15-010-101W1/00,2025/3/23,54.47,13.67,2.72
100/13-15-010-101W1/00,2025/3/24,52.93,29.42,2.65
100/13-15-010-101W1/00,2025/3/25,54.31,43.43,2.72
100/13-15-010-101W1/00,2025/3/26,55.98,21.54,2.8
100/13-15-010-101W1/00,2025/3/27,54.91,27.29,2.75
100/13-15-010-101W1/00,2025/3/28,55.39,21.21,2.77
100/13-15-010-101W1/00,2025/3/29,54.24,36.09,2.71
100/13-15-010-101W1/00,2025/3/30,54.9,22.23,2.74
100/13-15-010-101W1/00,2025/3/31,51.26,24.66,2.56
100/13-15-010-101W1/00,2025/4/1,0,0,0
100/13-15-010-101W1/00,2025/4/2,54.26,20.18,2.71
100/13-15-010-101W1/00,2025/4/3,51.79,18.71,2.59
100/13-15-010-101W1/00,2025/4/4,50.89,26.58,2.54
100/13-15-010-101W1/00,2025/4/5,53.76,22.82,2.69
100/13-15-010-101W1/00,2025/4/6,55.02,25.5,2.75
100/13-15-010-101W1/00,2025/4/7,50.55,17.13,2.53
100/13-15-010-101W1/00,2025/4/8,52.5,26.57,2.62
100/13-15-010-101W1/00,2025/4/9,53.57,34.04,2.68
100/13-15-010-101W1/00,2025/4/10,54.13,41.62,2.71
100/13-15-010-101W1/00,2025/4/11,0,0,0
100/13-15-010-101W1/00,2025/4/12,55.01,14.88,2.75
100/13-15-010-101W1/00,2025/4/13,50.55,38.12,2.53
100/13-15-010-101W1/00,2025/4/14,50.74,22.33,2.54
100/13-15-010-101W1/00,2025/4/15,51.68,16.28,2.58
100/13-15-010-101W1/00,2025/4/16,52.99,16.85,2.65
100/13-15-010-101W1/00,2025/4/17,53.9,15.67,2.69
100/13-15-010-101W1/00,2025/4/18,50.73,11.51,2.54
100/13-15-010-101W1/00,2025/4/19,51.02,23.86,2.55
100/13-15-010-101W1/00,2025/4/20,50.59,25.15,2.53
100/13-15-010-101W1/00,2025/4/21,55.07,24.15,2.75
100/13-15-010-101W1/00,2025/4/22,52.87,6.89,2.64
100/13-15-010-101W1/00,2025/4/23,54.94,28.63,2.75
100/13-15-010-101W1/00,2025/4/24,54.56,14.17,2.73
100/13-15-010-101W1/00,2025/4/25,53.09,20.59,2.65
100/13-15-010-101W1/00,2025/4/26,54.58,18.96,2.73
100/13-15-010-101W1/00,2025/4/27,53.92,15.76,2.7
100/13-15-010-101W1/00,2025/4/28,52.02,29.51,2.6
100/13-15-010-101W1/00,2025/4/29,53.04,22.08,2.65
100/13-15-010-101W1/00,2025/4/30,50.62,31.17,2.53
100/13-15-010-101W1/00,2025/5/1,50.84,8.49,2.54
100/13-15-010-101W1/00,2025/5/2,0,0,0
100/13-15-010-101W1/00,2025/5/3,50.87,19,2.54
100/13-15-010-101W1/00,2025/5/4,52.22,41.33,2.61
100/13-15-010-101W1/00,2025/5/5,53.22,20.39,2.66
100/13-15-010-101W1/00,2025/5/6,53.31,31.17,2.67
100/13-15-010-101W1/00,2025/5/7,50.21,8.68,2.51
100/13-15-010-101W1/00,2025/5/8,52.52,15.33,2.63
100/13-15-010-101W1/00,2025/5/9,49.93,36.24,2.5
100/13-15-010-101W1/00,2025/5/10,51.13,13.23,2.56
100/13-15-010-101W1/00,2025/5/11,49.78,23.07,2.49
100/13-15-010-101W1/00,2025/5/12,53.55,14.12,2.68
100/13-15-010-101W1/00,2025/5/13,53.94,29.97,2.7
100/13-15-010-101W1/00,2025/5/14,51.02,16.99,2.55
100/13-15-010-101W1/00,2025/5/15,54.47,30.68,2.72
100/13-15-010-101W1/00,2025/5/16,53.07,22.59,2.65
100/13-15-010-101W1/00,2025/5/17,52.17,40.18,2.61
100/13-15-010-101W1/00,2025/5/18,52.8,12.71,2.64
100/13-15-010-101W1/00,2025/5/19,49.69,20.64,2.48
100/13-15-010-101W1/00,2025/5/20,50.96,28.82,2.55
100/13-15-010-101W1/00,2025/5/21,53.93,14.25,2.7
100/13-15-010-101W1/00,2025/5/22,49.89,39.65,2.49
100/13-15-010-101W1/00,2025/5/23,51.87,35.76,2.59
100/13-15-010-101W1/00,2025/5/24,52.27,8.49,2.61
100/13-15-010-101W1/00,2025/5/25,49.68,33.7,2.48
100/13-15-010-101W1/00,2025/5/26,52.65,6.6,2.63
100/13-15-010-101W1/00,2025/5/27,50.32,17.72,2.52
100/13-15-010-101W1/00,2025/5/28,53.76,26.22,2.69
100/13-15-010-101W1/00,2025/5/29,50.95,21.04,2.55
100/13-15-010-101W1/00,2025/5/30,51.53,38.32,2.58
100/13-15-010-101W1/00,2025/5/31,53.95,37.55,2.7
100/13-15-010-101W1/00,2025/6/1,53.6,9.73,2.68
100/13-15-010-101W1/00,2025/6/2,50.75,36.26,2.54
100/13-15-010-101W1/00,2025/6/3,52.9,34.55,2.65
100/13-15-010-101W1/00,2025/6/4,49.15,18.78,2.46
100/13-15-010-101W1/00,2025/6/5,52.27,17.89,2.61
100/13-15-010-101W1/00,2025/6/6,51.96,35.11,2.6
100/13-15-010-101W1/00,2025/6/7,53.07,39.58,2.65
100/13-15-010-101W1/00,2025/6/8,51.73,32.87,2.59
100/13-15-010-101W1/00,2025/6/9,51.17,19.4,2.56
100/13-15-010-101W1/00,2025/6/10,50.45,7.45,2.52
100/13-15-010-101W1/00,2025/6/11,0,0,0
100/13-15-010-101W1/00,2025/6/12,53.44,21.52,2.67
100/13-15-010-101W1/00,2025/6/13,51.07,20.82,2.55
100/13-15-010-101W1/00,2025/6/14,51.72,12.99,2.59
100/13-15-010-101W1/00,2025/6/15,51.74,10.68,2.59
100/13-15-010-101W1/00,2025/6/16,52.38,22.1,2.62
100/13-15-010-101W1/00,2025/6/17,53.44,7.5,2.67
100/13-15-010-101W1/00,2025/6/18,53.35,14.27,2.67
100/13-15-010-101W1/00,2025/6/19,48.93,15.28,2.45
100/13-15-010-101W1/00,2025/6/20,51.8,7.44,2.59
100/13-15-010-101W1/00,2025/6/21,53.32,35.71,2.67
100/13-15-010-101W1/00,2025/6/22,49.78,26.72,2.49
100/13-15-010-101W1/00,2025/6/23,50.36,9.64,2.52
100/13-15-010-101W1/00,2025/6/24,50.45,11.92,2.52
100/13-15-010-101W1/00,2025/6/25,50.24,34.13,2.51
100/13-15-010-101W1/00,2025/6/26,52.01,5.6,2.6
100/13-15-010-101W1/00,2025/6/27,50.53,5.73,2.53
100/13-15-010-101W1/00,2025/6/28,51.91,10.17,2.6
100/13-15-010-101W1/00,2025/6/29,49.12,5.33,2.46
100/13-15-010-101W1/00,2025/6/30,52.94,35,2.65
100/13-15-010-101W1/00,2025/7/1,50.44,8.92,2.52
100/13-15-010-101W1/00,2025/7/2,50.24,34.72,2.51
100/13-15-010-101W1/00,2025/7/3,50.38,10.33,2.52
100/13-15-010-101W1/00,2025/7/4,51.61,22.36,2.58
100/13-15-010-101W1/00,2025/7/5,49.85,21.02,2.49
100/13-15-010-101W1/00,2025/7/6,52.33,40.23,2.62
100/13-15-010-101W1/00,2025/7/7,49.4,28.73,2.47
100/13-15-010-101W1/00,2025/7/8,49.06,33.79,2.45
100/13-15-010-101W1/00,2025/7/9,52.29,22.12,2.61
100/13-15-010-101W1/00,2025/7/10,51.04,37.08,2.55
100/13-15-010-101W1/00,2025/7/11,50.78,7.45,2.54
100/13-15-010-101W1/00,2025/7/12,48.42,29.84,2.42
100/13-15-010-101W1/00,2025/7/13,51.06,6.59,2.55
100/13-15-010-101W1/00,2025/7/14,51.21,7.7,2.56
100/13-15-010-101W1/00,2025/7/15,47.65,36.67,2.38
100/13-15-010-101W1/00,2025/7/16,49.33,15.17,2.47
100/13-15-010-101W1/00,2025/7/17,51.41,28.94,2.57
100/13-15-010-101W1/00,2025/7/18,48.38,8.17,2.42
100/13-15-010-101W1/00,2025/7/19,51.3,14.65,2.56
100/13-15-010-101W1/00,2025/7/20,0,0,0
100/13-15-010-101W1/00,2025/7/21,51.26,27.54,2.56
100/13-15-010-101W1/00,2025/7/22,48.42,8.96,2.42
100/13-15-010-101W1/00,2025/7/23,51.23,28.21,2.56
100/13-15-010-101W1/00,2025/7/24,47.55,36.99,2.38
100/13-15-010-101W1/00,2025/7/25,48.77,38.33,2.44
100/13-15-010-101W1/00,2025/7/26,50.18,31.3,2.51
100/13-15-010-101W1/00,2025/7/27,50.52,9.58,2.53
100/13-15-010-101W1/00,2025/7/28,51.84,13.34,2.59
100/13-15-010-101W1/00,2025/7/29,49.35,20.11,2.47
100/13-15-010-101W1/00,2025/7/30,51.86,13.92,2.59
100/13-15-010-101W1/00,2025/7/31,48.13,34.69,2.41
100/13-15-010-101W1/00,2025/8/1,48.54,32.58,2.43
100/13-15-010-101W1/00,2025/8/2,51.29,38.12,2.56
100/13-15-010-101W1/00,2025/8/3,50.81,21.46,2.54
100/13-15-010-101W1/00,2025/8/4,50.64,32.59,2.53
100/13-15-010-101W1/00,2025/8/5,47.89,23.06,2.39
100/13-15-010-101W1/00,2025/8/6,51.62,6.72,2.58
100/13-15-010-101W1/00,2025/8/7,47.61,28.95,2.38
100/13-15-010-101W1/00,2025/8/8,47.98,21.79,2.4
100/13-15-010-101W1/00,2025/8/9,50.52,24.23,2.53
100/13-15-010-101W1/00,2025/8/10,49.38,15.22,2.47
100/13-15-010-101W1/00,2025/8/11,50.24,35.74,2.51
100/13-15-010-101W1/00,2025/8/12,50.57,10.72,2.53
100/13-15-010-101W1/00,2025/8/13,46.84,12.77,2.34
100/13-15-010-101W1/00,2025/8/14,51.65,8.75,2.58
100/13-15-010-101W1/00,2025/8/15,50.67,12.3,2.53
100/13-15-010-101W1/00,2025/8/16,50.31,26.73,2.52
100/13-15-010-101W1/00,2025/8/17,48.43,31.41,2.42
100/13-15-010-101W1/00,2025/8/18,46.68,29.54,2.33
100/13-15-010-101W1/00,2025/8/19,50.29,12.16,2.51
100/13-15-010-101W1/00,2025/8/20,48.41,15.92,2.42
100/13-15-010-101W1/00,2025/8/21,48.07,34.31,2.4
100/13-15-010-101W1/00,2025/8/22,48.35,20.02,2.42
100/13-15-010-101W1/00,2025/8/23,50.86,26.2,2.54
100/13-15-010-101W1/00,2025/8/24,48.51,28.47,2.43
100/13-15-010-101W1/00,2025/8/25,0,0,0
100/13-15-010-101W1/00,2025/8/26,46.89,24,2.34
100/13-15-010-101W1/00,2025/8/27,49.55,7.2,2.48
100/13-15-010-101W1/00,2025/8/28,49.13,24.19,2.46
100/13-15-010-101W1/00,2025/8/29,49.66,32.95,2.48
100/13-15-010-101W1/00,2025/8/30,50.36,22.6,2.52
100/13-15-010-101W1/00,2025/8/31,46.59,15.56,2.33
100/13-15-010-101W1/00,2025/9/1,49.72,32.42,2.49
100/13-15-010-101W1/00,2025/9/2,48.39,9.83,2.42
100/13-15-010-101W1/00,2025/9/3,48.34,7.83,2.42
100/13-15-010-101W1/00,2025/9/4,49.11,30.2,2.46
100/13-15-010-101W1/00,2025/9/5,50.7,27.88,2.54
100/13-15-010-101W1/00,2025/9/6,49.23,32,2.46
100/13-15-010-101W1/00,2025/9/7,48.11,33.09,2.41
100/13-15-010-101W1/00,2025/9/8,48.86,24.99,2.44
100/13-15-010-101W1/00,2025/9/9,47.82,15.98,2.39
100/13-15-010-101W1/00,2025/9/10,0,0,0
100/13-15-010-101W1/00,2025/9/11,48.52,15,2.43
100/13-15-010-101W1/00,2025/9/12,47.24,18.93,2.36
100/13-15-010-101W1/00,2025/9/13,50.03,11.52,2.5
100/13-15-010-101W1/00,2025/9/14,48.14,21.09,2.41
100/13-15-010-101W1/00,2025/9/15,46.29,28.22,2.31
100/13-15-010-101W1/00,2025/9/16,47.99,29.3,2.4
100/13-15-010-101W1/00,2025/9/17,46.62,24.57,2.33
100/13-15-010-101W1/00,2025/9/18,49.45,27.68,2.47
100/13-15-010-101W1/00,2025/9/19,46.13,6.46,2.31
100/13-15-010-101W1/00,2025/9/20,47.03,12.83,2.35
100/13-15-010-101W1/00,2025/9/21,46.94,13.63,2.35
100/13-15-010-101W1/00,2025/9/22,47.88,30.82,2.39
100/13-15-010-101W1/00,2025/9/23,48.03,5.93,2.4
100/13-15-010-101W1/00,2025/9/24,50.02,9.88,2.5
100/13-15-010-101W1/00,2025/9/25,47.61,16.34,2.38
100/13-15-010-101W1/00,2025/9/26,45.71,25.81,2.29
100/13-15-010-101W1/00,2025/9/27,48.27,36.48,2.41
100/13-15-010-101W1/00,2025/9/28,47.56,13.42,2.38
100/13-15-010-101W1/00,2025/9/29,50.23,14.04,2.51
100/13-15-010-101W1/00,2025/9/30,46.45,23.03,2.32
100/13-15-010-101W1/00,2025/10/1,50.13,26.37,2.51
100/13-15-010-101W1/00,2025/10/2,46,9.47,2.3
100/13-15-010-101W1/00,2025/10/3,46.62,32.42,2.33
100/13-15-010-101W1/00,2025/10/4,47.9,8.64,2.39
100/13-15-010-101W1/00,2025/10/5,48.82,7.19,2.44
100/13-15-010-101W1/00,2025/10/6,47.94,7.54,2.4
100/13-15-010-101W1/00,2025/10/7,47.63,10.29,2.38
100/13-15-010-101W1/00,2025/10/8,49.34,28.04,2.47
100/13-15-010-101W1/00,2025/10/9,47.23,26.24,2.36
100/13-15-010-101W1/00,2025/10/10,45.54,20.89,2.28
100/13-15-010-101W1/00,2025/10/11,47.4,6.46,2.37
100/13-15-010-101W1/00,2025/10/12,46.14,12.97,2.31
100/13-15-010-101W1/00,2025/10/13,46.73,29.43,2.34
100/13-15-010-101W1/00,2025/10/14,46.11,32.94,2.31
100/13-15-010-101W1/00,2025/10/15,49.24,13.16,2.46
100/13-15-010-101W1/00,2025/10/16,49.76,31.86,2.49
100/13-15-010-101W1/00,2025/10/17,0,0,0
100/13-15-010-101W1/00,2025/10/18,47.58,21.34,2.38
100/13-15-010-101W1/00,2025/10/19,48.11,32.5,2.41
100/13-15-010-101W1/00,2025/10/20,48.65,37.71,2.43
100/13-15-010-101W1/00,2025/10/21,47.43,14.28,2.37
100/13-15-010-101W1/00,2025/10/22,47.66,25.93,2.38
100/13-15-010-101W1/00,2025/10/23,46.77,34.64,2.34
100/13-15-010-101W1/00,2025/10/24,45.62,26.78,2.28
100/13-15-010-101W1/00,2025/10/25,46.34,32.44,2.32
100/13-15-010-101W1/00,2025/10/26,46.13,36.37,2.31
100/13-15-010-101W1/00,2025/10/27,45.75,10.47,2.29
100/13-15-010-101W1/00,2025/10/28,47.85,9.88,2.39
100/13-15-010-101W1/00,2025/10/29,47.64,7.55,2.38
100/13-15-010-101W1/00,2025/10/30,48.5,22,2.42
100/13-15-010-101W1/00,2025/10/31,46.66,36.81,2.33
100/13-15-010-101W1/00,2025/11/1,47.65,10.3,2.38
100/13-15-010-101W1/00,2025/11/2,46.65,9.96,2.33
100/13-15-010-101W1/00,2025/11/3,0,0,0
100/13-15-010-101W1/00,2025/11/4,48.76,7.59,2.44
100/13-15-010-101W1/00,2025/11/5,45.44,31.84,2.27
100/13-15-010-101W1/00,2025/11/6,47.07,28.11,2.35
100/13-15-010-101W1/00,2025/11/7,46.72,31.54,2.34
100/13-15-010-101W1/00,2025/11/8,46.16,20.58,2.31
100/13-15-010-101W1/00,2025/11/9,46.03,10.2,2.3
100/13-15-010-101W1/00,2025/11/10,48.29,8.23,2.41
100/13-15-010-101W1/00,2025/11/11,45.07,15.48,2.25
100/13-15-010-101W1/00,2025/11/12,47.88,26.61,2.39
100/13-15-010-101W1/00,2025/11/13,46,31.69,2.3
100/13-15-010-101W1/00,2025/11/14,48.9,26.59,2.44
100/13-15-010-101W1/00,2025/11/15,47.45,15.54,2.37
100/13-15-010-101W1/00,2025/11/16,44.6,9.92,2.23
100/13-15-010-101W1/00,2025/11/17,45.31,31.08,2.27
100/13-15-010-101W1/00,2025/11/18,47.22,27.66,2.36
100/13-15-010-101W1/00,2025/11/19,45.62,11.35,2.28
100/13-15-010-101W1/00,2025/11/20,45.59,25.4,2.28
100/13-15-010-101W1/00,2025/11/21,48.2,30.66,2.41
100/13-15-010-101W1/00,2025/11/22,47.21,13.32,2.36
100/13-15-010-101W1/00,2025/11/23,47.21,23.24,2.36
100/13-15-010-101W1/00,2025/11/24,46.14,19.48,2.31
100/13-15-010-101W1/00,2025/11/25,46.58,17.06,2.33
100/13-15-010-101W1/00,2025/11/26,44.53,17.63,2.23
100/13-15-010-101W1/00,2025/11/27,47.42,35.22,2.37
100/13-15-010-101W1/00,2025/11/28,47.94,14.6,2.4
100/13-15-010-101W1/00,2025/11/29,47.43,31.47,2.37
100/13-15-010-101W1/00,2025/11/30,0,0,0
100/13-15-010-101W1/00,2025/12/1,47.72,14.18,2.39
100/13-15-010-101W1/00,2025/12/2,44.39,26.3,2.22
100/13-15-010-101W1/00,2025/12/3,44.29,11.93,2.21
100/13-15-010-101W1/00,2025/12/4,0,0,0
100/13-15-010-101W1/00,2025/12/5,45.16,14,2.26
100/13-15-010-101W1/00,2025/12/6,43.99,32.2,2.2
100/13-15-010-101W1/00,2025/12/7,46.81,24.12,2.34
100/13-15-010-101W1/00,2025/12/8,44.57,6.92,2.23
100/13-15-010-101W1/00,2025/12/9,47.34,5.88,2.37
100/13-15-010-101W1/00,2025/12/10,48.24,33.72,2.41
100/13-15-010-101W1/00,2025/12/11,43.93,29.96,2.2
100/13-15-010-101W1/00,2025/12/12,44.14,7.31,2.21
100/13-15-010-101W1/00,2025/12/13,46.66,31.75,2.33
100/13-15-010-101W1/00,2025/12/14,46.18,21.35,2.31
100/13-15-010-101W1/00,2025/12/15,44.99,18.18,2.25
100/13-15-010-101W1/00,2025/12/16,46.27,33.53,2.31
100/13-15-010-101W1/00,2025/12/17,46.26,25.07,2.31
100/13-15-010-101W1/00,2025/12/18,46.67,12.42,2.33
100/13-15-010-101W1/00,2025/12/19,43.91,16.21,2.2
100/13-15-010-101W1/00,2025/12/20,46.39,35.5,2.32
100/13-15-010-101W1/00,2025/12/21,46.78,21.26,2.34
100/13-15-010-101W1/00,2025/12/22,43.68,12.15,2.18
100/13-15-010-101W1/00,2025/12/23,45.49,6,2.27
100/13-15-010-101W1/00,2025/12/24,44.57,34.77,2.23
100/13-15-010-101W1/00,2025/12/25,45.48,10.79,2.27
100/13-15-010-101W1/00,2025/12/26,44.54,10.91,2.23
100/13-15-010-101W1/00,2025/12/27,43.26,4.56,2.16
100/13-15-010-101W1/00,2025/12/28,43.37,7.62,2.17
100/13-15-010-101W1/00,2025/12/29,46.83,23.44,2.34
100/13-15-010-101W1/00,2025/12/30,44.49,33.47,2.22
100/13-15-010-101W1/00,2025/12/31,43.53,23.15,2.18
100/13-15-010-101W1/00,2026/1/1,44.67,20.33,2.23
100/11-08-010-102W1/00,2025/1/1,94.37,18.12,4.72
100/11-08-010-102W1/00,2025/1/2,88.92,35.15,4.45
100/11-08-010-102W1/00,2025/1/3,93.46,56.06,4.67
100/11-08-010-102W1/00,2025/1/4,88.03,59.56,4.4
100/11-08-010-102W1/00,2025/1/5,92.55,9.36,4.63
100/11-08-010-102W1/00,2025/1/6,85.58,23.99,4.28
100/11-08-010-102W1/00,2025/1/7,90.47,52.53,4.52
100/11-08-010-102W1/00,2025/1/8,88.43,37.08,4.42
100/11-08-010-102W1/00,2025/1/9,86.01,33.83,4.3
100/11-08-010-102W1/00,2025/1/10,85.5,13.35,4.28
100/11-08-010-102W1/00,2025/1/11,93.21,52.94,4.66
100/11-08-010-102W1/00,2025/1/12,87.97,45.35,4.4
100/11-08-010-102W1/00,2025/1/13,0,0,0
100/11-08-010-102W1/00,2025/1/14,92.4,56.06,4.62
100/11-08-010-102W1/00,2025/1/15,92.58,13.56,4.63
100/11-08-010-102W1/00,2025/1/16,85.75,9.28,4.29
100/11-08-010-102W1/00,2025/1/17,87.05,38.32,4.35
100/11-08-010-102W1/00,2025/1/18,84.75,15.77,4.24
100/11-08-010-102W1/00,2025/1/19,87.35,53.32,4.37
100/11-08-010-102W1/00,2025/1/20,91.74,53.64,4.59
100/11-08-010-102W1/00,2025/1/21,90.14,26.39,4.51
100/11-08-010-102W1/00,2025/1/22,91.1,37.58,4.55
100/11-08-010-102W1/00,2025/1/23,91.32,63.95,4.57
100/11-08-010-102W1/00,2025/1/24,87.8,28.38,4.39
100/11-08-010-102W1/00,2025/1/25,87.2,45.41,4.36
100/11-08-010-102W1/00,2025/1/26,89.94,32.57,4.5
100/11-08-010-102W1/00,2025/1/27,87.6,17.5,4.38
100/11-08-010-102W1/00,2025/1/28,86.78,18.06,4.34
100/11-08-010-102W1/00,2025/1/29,0,0,0
100/11-08-010-102W1/00,2025/1/30,84.24,32.58,4.21
100/11-08-010-102W1/00,2025/1/31,89.5,46.9,4.48
100/11-08-010-102W1/00,2025/2/1,85.4,67.61,4.27
100/11-08-010-102W1/00,2025/2/2,89.47,17.75,4.47
100/11-08-010-102W1/00,2025/2/3,83.6,37.94,4.18
100/11-08-010-102W1/00,2025/2/4,86.67,11.03,4.33
100/11-08-010-102W1/00,2025/2/5,86.64,18.37,4.33
100/11-08-010-102W1/00,2025/2/6,0,0,0
100/11-08-010-102W1/00,2025/2/7,90.99,16.5,4.55
100/11-08-010-102W1/00,2025/2/8,85.8,61.93,4.29
100/11-08-010-102W1/00,2025/2/9,90.21,71.16,4.51
100/11-08-010-102W1/00,2025/2/10,91.32,34.03,4.57
100/11-08-010-102W1/00,2025/2/11,85.83,41.11,4.29
100/11-08-010-102W1/00,2025/2/12,87.63,41.99,4.38
100/11-08-010-102W1/00,2025/2/13,90,36.75,4.5
100/11-08-010-102W1/00,2025/2/14,84.94,20.07,4.25
100/11-08-010-102W1/00,2025/2/15,85.6,24.75,4.28
100/11-08-010-102W1/00,2025/2/16,87.4,29.99,4.37
100/11-08-010-102W1/00,2025/2/17,83.7,34.39,4.19
100/11-08-010-102W1/00,2025/2/18,86.67,33.04,4.33
100/11-08-010-102W1/00,2025/2/19,90,48.28,4.5
100/11-08-010-102W1/00,2025/2/20,87.69,21.13,4.38
100/11-08-010-102W1/00,2025/2/21,82.59,35.75,4.13
100/11-08-010-102W1/00,2025/2/22,84.16,65.21,4.21
100/11-08-010-102W1/00,2025/2/23,88.37,41.83,4.42
100/11-08-010-102W1/00,2025/2/24,83.19,54.35,4.16
100/11-08-010-102W1/00,2025/2/25,88.86,26.04,4.44
100/11-08-010-102W1/00,2025/2/26,90.08,18.39,4.5
100/11-08-010-102W1/00,2025/2/27,90.34,39.6,4.52
100/11-08-010-102W1/00,2025/2/28,86.89,31.52,4.34
100/11-08-010-102W1/00,2025/3/1,83.51,52.88,4.18
100/11-08-010-102W1/00,2025/3/2,86.09,38.28,4.3
100/11-08-010-102W1/00,2025/3/3,89.07,70.06,4.45
100/11-08-010-102W1/00,2025/3/4,88.68,56.33,4.43
100/11-08-010-102W1/00,2025/3/5,89.72,21.56,4.49
100/11-08-010-102W1/00,2025/3/6,88.78,36.17,4.44
100/11-08-010-102W1/00,2025/3/7,89.04,12.8,4.45
100/11-08-010-102W1/00,2025/3/8,85.17,38.95,4.26
100/11-08-010-102W1/00,2025/3/9,89.2,10.11,4.46
100/11-08-010-102W1/00,2025/3/10,87.09,52.77,4.35
100/11-08-010-102W1/00,2025/3/11,82.3,25.48,4.11
100/11-08-010-102W1/00,2025/3/12,87.96,25.96,4.4
100/11-08-010-102W1/00,2025/3/13,89.2,9.47,4.46
100/11-08-010-102W1/00,2025/3/14,86.74,58.97,4.34
100/11-08-010-102W1/00,2025/3/15,81.03,49.96,4.05
100/11-08-010-102W1/00,2025/3/16,87.15,17.43,4.36
100/11-08-010-102W1/00,2025/3/17,87.33,48.99,4.37
100/11-08-010-102W1/00,2025/3/18,87.92,46.55,4.4
100/11-08-010-102W1/00,2025/3/19,84.81,13.09,4.24
100/11-08-010-102W1/00,2025/3/20,84.06,12.29,4.2
100/11-08-010-102W1/00,2025/3/21,81.49,54.25,4.07
100/11-08-010-102W1/00,2025/3/22,81.1,62.33,4.05
100/11-08-010-102W1/00,2025/3/23,82.96,12.76,4.15
100/11-08-010-102W1/00,2025/3/24,87.09,51.81,4.35
100/11-08-010-102W1/00,2025/3/25,80.92,30.91,4.05
100/11-08-010-102W1/00,2025/3/26,82.21,24.39,4.11
100/11-08-010-102W1/00,2025/3/27,88.03,33.77,4.4
100/11-08-010-102W1/00,2025/3/28,82.84,35.91,4.14
100/11-08-010-102W1/00,2025/3/29,85.46,67.11,4.27
100/11-08-010-102W1/00,2025/3/30,83.02,45.95,4.15
100/11-08-010-102W1/00,2025/3/31,87.43,39.53,4.37
100/11-08-010-102W1/00,2025/4/1,84.81,45.57,4.24
100/11-08-010-102W1/00,2025/4/2,85.56,23.05,4.28
100/11-08-010-102W1/00,2025/4/3,86.67,57.45,4.33
100/11-08-010-102W1/00,2025/4/4,84.07,16.82,4.2
100/11-08-010-102W1/00,2025/4/5,81.92,36.68,4.1
100/11-08-010-102W1/00,2025/4/6,80.71,43.64,4.04
100/11-08-010-102W1/00,2025/4/7,85.8,27.65,4.29
100/11-08-010-102W1/00,2025/4/8,0,0,0
100/11-08-010-102W1/00,2025/4/9,85.32,12.28,4.27
100/11-08-010-102W1/00,2025/4/10,79.38,21.65,3.97
100/11-08-010-102W1/00,2025/4/11,81.93,14.04,4.1
100/11-08-010-102W1/00,2025/4/12,81.49,56.22,4.07
100/11-08-010-102W1/00,2025/4/13,85.75,62.11,4.29
100/11-08-010-102W1/00,2025/4/14,86.69,31.57,4.33
100/11-08-010-102W1/00,2025/4/15,79.8,46.36,3.99
100/11-08-010-102W1/00,2025/4/16,82.22,44.64,4.11
100/11-08-010-102W1/00,2025/4/17,78.97,17.13,3.95
100/11-08-010-102W1/00,2025/4/18,84.41,65.52,4.22
100/11-08-010-102W1/00,2025/4/19,86.71,51.31,4.34
100/11-08-010-102W1/00,2025/4/20,79.64,51.55,3.98
100/11-08-010-102W1/00,2025/4/21,79.1,27.85,3.96
100/11-08-010-102W1/00,2025/4/22,82.79,33.36,4.14
100/11-08-010-102W1/00,2025/4/23,80.31,28.76,4.02
100/11-08-010-102W1/00,2025/4/24,78.96,50.32,3.95
100/11-08-010-102W1/00,2025/4/25,85.26,59.28,4.26
100/11-08-010-102W1/00,2025/4/26,83.84,36.1,4.19
100/11-08-010-102W1/00,2025/4/27,80.13,46.03,4.01
100/11-08-010-102W1/00,2025/4/28,80.73,15.79,4.04
100/11-08-010-102W1/00,2025/4/29,84.32,27.06,4.22
